State.Province,merged_clade,collection_date
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
South Dakota,H1.delta1a-N2.2002A,2014
North Carolina,H1.delta1b-N2.2002A,2014
Illinois,H3.cluster_iva-N2.2002B,2014
Indiana,H1.delta1b-N2.2002A,2014
Iowa,H1.delta1a-N2.2002A,2014
South Dakota,H1.delta1a-N2.2002B,2014
Iowa,H3.cluster_iva-N2.2002B,2014
North Carolina,H1.delta2-N2.1998B,2014
Iowa,H3.cluster_ivb-N2.2002B,2014
Kansas,H3.cluster_iv-N2.2002A,2014
Kansas,H3.cluster_iv-N2.2002A,2014
North Carolina,H1.delta2-N2.1998B,2014
Iowa,H3.cluster_iva-N2.2002B,2014
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H1.delta2-N2.1998B,2014
Illinois,H3.cluster_iva-N2.2002B,2014
Illinois,H3.cluster_iva-N2.2002B,2014
Kansas,H1.delta1b-N2.1998B,2014
North Carolina,H1.delta2-N2.1998B,2014
Illinois,H1.delta1b-N2.1998A,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Minnesota,H3.cluster_ivb-N2.2002B,2014
Minnesota,H3.cluster_ivb-N2.2002B,2014
Minnesota,H3.cluster_ivb-N2.2002B,2014
Minnesota,H3.cluster_ivb-N2.2002B,2014
North Carolina,H1.delta2-N2.1998B,2014
Illinois,H1.delta1b-N2.2002A,2014
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Iowa,H1.delta1b-N2.2002A,2014
Kansas,H1.gamma-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Indiana,H3.cluster_ivb-N2.2002B,2014
Iowa,H3.cluster_ivb-N2.2002B,2014
Minnesota,H3.cluster_ivb-N2.2002B,2014
Nebraska,H1.delta1b-N2.2002A,2014
Nebraska,H3.cluster_iva-N2.2002A,2014
Minnesota,H1.delta1a-N2.2002A,2014
Minnesota,H1.delta1a-N2.2002B,2014
Iowa,H3.cluster_iva-N2.2002B,2014
North Carolina,H1.delta2-N2.1998B,2014
Iowa,H3.cluster_iva-N2.2002B,2014
Minnesota,H3.cluster_iva-N2.2002A,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Iowa,H1.delta1b-N2.2002A,2014
Iowa,H3.cluster_ivb-N2.2002B,2014
Minnesota,H1.delta1a-N2.2002B,2014
Minnesota,H3.cluster_ivb-N2.2002B,2014
North Carolina,H1.delta2-N2.1998B,2014
Indiana,H3.cluster_iva-N2.2002B,2014
Iowa,H3.cluster_ivb-N2.2002B,2014
Minnesota,H1.delta1a-N2.2002A,2014
Pennsylvania,H3.cluster_iva-N2.2002A,2014
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H1.delta2-N2.1998B,2014
Iowa,H1.delta1a-N2.2002B,2014
Indiana,H1.delta2-N2.1998B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H1.delta2-N2.1998B,2014
Illinois,H1.delta1b-N2.2002A,2014
Iowa,H3.cluster_iva-N2.2002A,2014
Indiana,H1.delta1b-N2.2002A,2014
Kansas,H3.cluster_ivb-N2.2002B,2014
Kansas,H3.cluster_ivb-N2.2002B,2014
Kansas,H3.cluster_ivb-N2.2002B,2014
Kansas,H3.cluster_ivb-N2.2002B,2014
Nebraska,H1.delta1a-N2.2002A,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Iowa,H1.delta1a-N2.2002A,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Illinois,H1.delta1a-N2.2002A,2014
Illinois,H3.cluster_iva-N2.2002B,2014
Indiana,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H1.delta2-N2.1998B,2014
Iowa,H1.delta1a-N2.2002A,2014
Iowa,H3.cluster_iva-N2.2002B,2014
Kansas,H3.cluster_ivb-N2.2002B,2014
Nebraska,H1.delta1a-N2.2002A,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Nebraska,H3.cluster_iva-N2.2002B,2014
Nebraska,H3.cluster_iva-N2.2002A,2014
Minnesota,H1.alpha-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Illinois,H1.delta1b-N2.2002A,2014
Nebraska,H3.cluster_iva-N2.2002A,2014
North Carolina,H1.delta2-N2.1998B,2014
Indiana,H1.delta2-N2.1998B,2014
North Carolina,H1.delta2-N2.2002B,2014
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Iowa,H1.delta1a-N2.2002B,2014
Minnesota,H3.cluster_iva-N2.2002B,2014
Minnesota,H1.delta1a-N2.2002A,2014
North Carolina,H1.delta2-N2.1998B,2014
Nebraska,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H1.delta2-N2.1998B,2014
Iowa,H1.delta1b-N2.2002A,2014
Nebraska,H1.delta1a-N2.2002A,2014
Iowa,H3.cluster_ivb-N2.2002B,2014
Iowa,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Iowa,H3.cluster_iva-N2.2002B,2014
Indiana,H1.delta2-N2.1998B,2014
Minnesota,H1.delta1a-N2.2002B,2014
Iowa,H1.gamma-N2.2002A,2014
Indiana,H3.cluster_ivb-N2.2002B,2014
Iowa,H3.2010.1-N2.2002A,2014
North Carolina,H1.delta2-N2.1998B,2014
Illinois,H3.cluster_iva-N2.2002B,2014
Iowa,H1.delta1a-N2.2002A,2014
North Carolina,H1.delta2-N2.1998B,2014
South Dakota,H3.cluster_ivd-N2.2002A,2014
North Carolina,H1.delta2-N2.1998B,2014
Arkansas,H3.cluster_ivb-N2.2002B,2014
Arkansas,H3.cluster_iva-N2.2002B,2014
Iowa,H3.2010.1-N2.2002A,2014
Ohio,H1.delta2-N2.1998B,2014
Illinois,H3.cluster_iva-N2.2002B,2014
Indiana,H1.delta2-N2.1998B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Minnesota,H1.delta1a-N2.2002B,2014
Minnesota,H1.delta1a-N2.2002B,2014
Illinois,H3.cluster_iva-N2.2002B,2014
Illinois,H1.beta-N2.2002B,2014
Iowa,H3.2010.1-N2.2002A,2014
Oklahoma,H1.delta1a-N2.2002A,2014
South Dakota,H1.delta1a-N2.2002B,2014
Illinois,H1.delta1b-N2.1998A,2014
Minnesota,H1.delta1b-N2.2002A,2014
Illinois,H1.beta-N2.2002A,2014
Iowa,H1.delta1b-N2.2002A,2014
Arkansas,H3.cluster_ivb-N2.2002B,2014
Illinois,H3.cluster_ivb-N2.2002B,2014
Minnesota,H3.cluster_ivb-N2.2002B,2014
Illinois,H3.cluster_ivb-N2.2002B,2014
Minnesota,H1.delta1a-N2.2002B,2014
Illinois,H3.cluster_iva-N2.2002B,2014
Nebraska,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Arkansas,H3.cluster_iva-N2.2002B,2014
Indiana,H1.delta1a-N2.2002B,2014
Indiana,H3.cluster_iva-N2.1998B,2014
Arkansas,H3.cluster_iva-N2.2002B,2014
Arkansas,H3.cluster_ivb-N2.2002B,2014
Nebraska,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Ohio,H3.cluster_iva-N2.2002B,2014
Iowa,H3.cluster_iva-N2.2002B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H1.delta2-N2.1998B,2014
Illinois,H3.cluster_ive-N2.2002A,2014
Iowa,H3.cluster_iva-N2.2002B,2014
Oklahoma,H1.delta1a-N2.2002A,2014
Arkansas,H3.cluster_iva-N2.2002B,2014
Indiana,H3.cluster_iva-N2.2002B,2014
Illinois,H3.cluster_ivb-N2.2002B,2014
Indiana,H3.cluster_iva-N2.2002B,2014
Kansas,H1.delta2-N2.1998B,2014
Kansas,H1.delta2-N2.1998B,2014
Kansas,H1.delta2-N2.1998B,2014
Kansas,H3.cluster_iva-N2.2002B,2014
Kansas,H1.delta2-N2.1998B,2014
Kansas,H1.delta2-N2.1998B,2014
Kansas,H1.delta2-N2.1998B,2014
Minnesota,H1.delta1a-N2.2002A,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
Ohio,H3.cluster_iva-N2.2002B,2014
Oklahoma,H1.delta2-N2.1998B,2014
Arkansas,H3.cluster_iva-N2.2002B,2014
Illinois,H3.cluster_ive-N2.2002A,2014
Indiana,H3.cluster_iva-N2.2002B,2014
Nebraska,H3.cluster_iva-N2.2002A,2014
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H3.cluster_iva-N2.2002B,2014
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H1.delta2-N2.1998B,2014
North Carolina,H1.delta2-N2.1998B,2014
Arkansas,H3.cluster_iva-N2.2002B,2014
Indiana,H3.cluster_iva-N2.2002B,2014
Indiana,H1.gamma-N2.2002B,2014
Iowa,H1.delta2-N2.1998B,2014
Missouri,H3.cluster_iva-N2.2002B,2014
Missouri,H3.2010.1-N2.2002B,2014
Missouri,H3.2010.1-N2.2002B,2014
Ohio,H1.delta2-N2.1998B,2014
Ohio,H1.delta2-N2.1998B,2014
Minnesota,H1.gamma-N2.2002B,2014
Minnesota,H3.cluster_iva-N2.2002B,2014
Oklahoma,H1.delta1a-N2.2002A,2014
Oklahoma,H3.cluster_iva-N2.2002B,2014
Illinois,H3.cluster_ivb-N2.2002B,2014
Minnesota,H3.cluster_iva-N2.2002B,2014
Nebraska,H3.cluster_iva-N2.2002A,2014
Oklahoma,H3.cluster_iva-N2.2002B,2014
Iowa,H3.cluster_iva-N2.2002B,2014
Arkansas,H3.cluster_ivb-N2.2002B,2014
Arkansas,H1.delta2-N2.1998B,2014
Arkansas,H3.cluster_ivb-N2.2002B,2014
Minnesota,H1.delta1a-N2.2002A,2014
Illinois,H3.cluster_ivb-N2.2002B,2014
Iowa,H1.delta1b-N2.2002A,2014
Minnesota,H1.delta1a-N2.2002A,2014
North Carolina,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1b-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Iowa,H1.delta1b-N2.2002A,2015
Minnesota,H1.delta1a-N2.2002A,2015
Illinois,H3.cluster_ive-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Minnesota,H1.delta1a-N2.2002A,2015
Missouri,H3.2010.1-N2.2002B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Kansas,H3.cluster_iva-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002A,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Indiana,H1.delta2-N2.1998B,2015
Indiana,H1.delta2-N2.1998B,2015
Minnesota,H1.delta1a-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Iowa,H1.delta2-N2.1998B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Ohio,H1.delta2-N2.1998B,2015
Ohio,H1.delta2-N2.1998B,2015
Illinois,H1.gamma-N2.2002A,2015
Minnesota,H1.alpha-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H3.cluster_ivb-N2.2002B,2015
Arkansas,H1.delta1a-N2.2002B,2015
Iowa,H1.alpha-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
Missouri,H3.2010.1-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Minnesota,H1.delta1a-N2.2002B,2015
Arkansas,H1.delta1a-N2.2002B,2015
Iowa,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H3.cluster_ivb-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Nebraska,H1.delta1b-N2.2002A,2015
Arkansas,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Arkansas,H1.delta1a-N2.2002B,2015
Arkansas,H1.delta1a-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Indiana,H1.delta1a-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Pennsylvania,H1.delta2-N2.1998B,2015
Indiana,H1.delta2-N2.1998B,2015
Ohio,H1.delta2-N2.1998B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Arkansas,H1.delta1a-N2.2002B,2015
Iowa,H3.cluster_ivb-N2.2002B,2015
Arkansas,H1.delta1a-N2.2002B,2015
Indiana,H3.cluster_iva-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
Iowa,H1.delta1b-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H1.gamma-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Indiana,H1.delta2-N2.1998B,2015
Indiana,H1.delta2-N2.1998B,2015
Iowa,H1.gamma-N2.2002B,2015
California,H3.cluster_ivb-N2.2002B,2015
California,H3.cluster_ivb-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
South Dakota,H1.delta1b-N2.2002A,2015
Michigan,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Nebraska,H1.delta1b-N2.2002A,2015
Nebraska,H1.alpha-N2.2002B,2015
Nebraska,H1.alpha-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Missouri,H3.2010.1-N2.2002B,2015
South Dakota,H3.cluster_ivb-N2.2002B,2015
Nebraska,H1.delta1a-N2.2002A,2015
Indiana,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Missouri,H3.2010.1-N2.2002B,2015
Minnesota,H1.delta1a-N2.2002B,2015
Minnesota,H3.2010.1-N2.2002A,2015
Missouri,H3.2010.1-N2.2002B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Indiana,H3.cluster_iva-N2.2002B,2015
Minnesota,H3.cluster_ivb-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Nebraska,H3.cluster_iva-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002B,2015
Nebraska,H1.delta1a-N2.2002A,2015
Nebraska,H1.delta1a-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
Nebraska,H1.delta1a-N2.2002A,2015
Nebraska,H1.delta1a-N2.2002A,2015
Arkansas,H1.delta1a-N2.2002B,2015
Arkansas,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H3.2010.1-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Ohio,H1.delta1a-N2.2002B,2015
Arkansas,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
Minnesota,H3.cluster_ivb-N2.2002B,2015
Minnesota,H1.delta1a-N2.2002A,2015
Minnesota,H3.cluster_ivb-N2.2002B,2015
Missouri,H3.2010.1-N2.2002B,2015
South Dakota,H3.cluster_ivd-N2.2002A,2015
Missouri,H3.2010.1-N2.2002B,2015
Nebraska,H1.delta1a-N2.2002A,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Oklahoma,H1.delta1b-N2.2002A,2015
Arkansas,H3.cluster_ivb-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Indiana,H1.delta2-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Nebraska,H1.delta1a-N2.2002A,2015
Illinois,H3.cluster_ivb-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Indiana,H3.cluster_iva-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
Iowa,H1.alpha-N2.2002B,2015
Minnesota,H1.delta1a-N2.2002A,2015
Minnesota,H1.delta1a-N2.2002A,2015
Minnesota,H1.delta1a-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Iowa,H1.alpha-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Michigan,H1.delta2-N2.1998B,2015
Indiana,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Iowa,H3.2010.1-N2.2002B,2015
Iowa,H3.cluster_ivb-N2.2002B,2015
Kansas,H1.delta1a-N2.2002B,2015
Minnesota,H1.delta1b-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Iowa,H3.cluster_ivb-N2.2002B,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Nebraska,H1.delta1a-N2.2002A,2015
Indiana,H1.gamma-N2.2002B,2015
Iowa,H1.gamma-N2.2002B,2015
Illinois,H3.cluster_ivb-N2.2002B,2015
Iowa,H3.cluster_ivb-N2.2002B,2015
Nebraska,H1.delta1a-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Iowa,H3.cluster_ivb-N2.2002B,2015
Iowa,H3.cluster_ivb-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
Iowa,H3.2010.1-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
Iowa,H1.delta1b-N2.2002A,2015
Iowa,H1.delta1b-N2.2002A,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H1.delta1a-N2.2002B,2015
Nebraska,H1.beta-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
Iowa,H1.delta1a-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Indiana,H1.delta1a-N2.2002B,2015
Unknown,H1.delta1b-N2.2002A,2015
South Dakota,H1.delta1b-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
South Dakota,H1.delta1b-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
South Dakota,H1.delta1b-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002A,2015
Arkansas,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Minnesota,H3.cluster_iva-N2.2002B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H1.delta1b-N2.2002A,2015
Minnesota,H1.delta1a-N2.2002A,2015
South Dakota,H1.alpha-N2.2002B,2015
Indiana,H3.cluster_iva-N2.2002B,2015
Missouri,H3.2010.1-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Illinois,H1.gamma-N2.2002B,2015
South Dakota,H1.delta1b-N2.2002B,2015
Arkansas,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Minnesota,H1.delta1b-N2.2002A,2015
Oklahoma,H1.delta1a-N2.2002B,2015
South Dakota,H1.delta1b-N2.2002A,2015
Arkansas,H1.delta1a-N2.2002B,2015
South Dakota,H1.delta1b-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H1.delta1a-N2.2002A,2015
South Dakota,H1.alpha-N2.2002B,2015
Indiana,H3.cluster_iva-N2.2002B,2015
Minnesota,H3.cluster_iva-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Indiana,H1.delta2-N2.1998B,2015
Nebraska,H1.delta1a-N2.2002A,2015
South Dakota,H1.delta1b-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1b-N2.1998A,2015
Missouri,H1.delta1b-N2.2002B,2015
Indiana,H1.gamma-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
Iowa,H1.gamma-N2.2002B,2015
Iowa,H1.gamma-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Pennsylvania,H1.delta2-N2.1998B,2015
Illinois,H3.cluster_ive-N2.2002A,2015
Indiana,H1.delta1a-N2.2002B,2015
Iowa,H3.cluster_ivb-N2.2002B,2015
Nebraska,H3.cluster_iva-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
South Dakota,H1.alpha-N2.2002B,2015
Minnesota,H1.alpha-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H1.delta1a-N2.2002B,2015
Illinois,H3.cluster_ivb-N2.2002B,2015
Iowa,H1.alpha-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Nebraska,H3.cluster_iva-N2.2002B,2015
Unknown,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Iowa,H1.alpha-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
Illinois,H1.delta1a-N2.2002B,2015
Indiana,H1.delta2-N2.1998B,2015
Iowa,H1.delta1a-N2.2002A,2015
Iowa,H1.delta1b-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Unknown,H3.cluster_iva-N2.2002B,2015
Iowa,H3.cluster_ivb-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
South Dakota,H1.delta1b-N2.2002A,2015
Iowa,H3.cluster_ivb-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Nebraska,H3.cluster_iv-N2.2002A,2015
North Carolina,H1.delta2-N2.2002A,2015
Missouri,H3.2010.1-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
South Dakota,H1.delta1b-N2.2002A,2015
Iowa,H3.cluster_iva-N2.2002B,2015
Minnesota,H1.delta1a-N2.2002A,2015
Minnesota,H1.delta1a-N2.2002A,2015
Iowa,H3.cluster_ivb-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H1.delta2-N2.1998B,2015
Oklahoma,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1a-N2.2002A,2015
Kansas,H3.cluster_iva-N2.2002B,2015
Minnesota,H3.cluster_iva-N2.2002B,2015
Indiana,H3.cluster_iva-N2.2002B,2015
South Dakota,H1.delta1b-N2.2002A,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Iowa,H1.delta1b-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Oklahoma,H1.delta1a-N2.2002A,2015
Oklahoma,H1.delta1a-N2.2002A,2015
Oklahoma,H1.delta1a-N2.2002A,2015
South Dakota,H1.delta1b-N2.2002B,2015
South Dakota,H1.delta1b-N2.2002A,2015
Iowa,H1.delta1a-N2.2002A,2015
Michigan,H3.cluster_iva-N2.2002B,2015
North Carolina,H1.delta2-N2.2002A,2015
Illinois,H1.delta1a-N2.2002B,2015
Iowa,H1.delta1a-N2.2002B,2015
North Carolina,H1.delta2-N2.1998B,2015
Minnesota,H3.cluster_iva-N2.2002B,2015
Minnesota,H1.delta1a-N2.2002A,2015
Iowa,H1.delta1a-N2.2002A,2015
North Carolina,H1.delta2-N2.1998B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
Oklahoma,H1.delta1a-N2.2002B,2015
North Carolina,H3.cluster_iva-N2.2002B,2015
South Dakota,H1.delta1b-N2.2002B,2015
Illinois,H3.cluster_iva-N2.2002B,2015
Indiana,H3.cluster_ivb-N2.2002B,2015
